Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Merchant_Category,Payment_Method,Device_Type,Location,Is_International,Previous_Transactions,Average_Spend,Account_Age_Days,Suspicious_Keyword,Fraudulent,spend_ratio,spend_deviation_abs,is_spend_spike,is_new_account,account_age_years,is_low_history,txn_hour,txn_day_of_week,is_night_txn,is_weekend,risk_flag_count
T100515,CUST5170,2023-04-03 17:32:00,2.14,Grocery,UPI,POS,Chennai,0,169,335.3,296,0,0,0.006382344169400537,333.16,0,0,0.810958904109589,0,17,0,0,0,0
T100516,CUST6866,2024-02-13 20:38:00,37.79,Utilities,NetBanking,Mobile,Hyderabad,0,188,132.61,383,0,0,0.2849709674986803,94.82000000000002,0,0,1.0493150684931507,0,20,1,0,0,0
T100517,CUST9160,2023-02-27 23:15:00,133.09,Fashion,Credit Card,Mobile,Pune,0,93,26.97,1464,0,0,4.934742306266222,106.12,1,0,4.010958904109589,0,23,0,0,0,1
T100518,CUST4584,2023-02-01 06:46:00,349.14,Entertainment,PayPal,POS,Kolkata,0,117,480.04,1652,0,0,0.7273143904674609,130.90000000000003,0,0,4.526027397260274,0,6,2,0,0,0
T100519,CUST3512,2024-01-10 14:33:00,13.04,Fashion,UPI,Mobile,Delhi,0,4,166.82,1710,0,0,0.07816808536146745,153.78,0,0,4.684931506849315,1,14,2,0,0,0
T100520,CUST3741,2024-02-04 15:10:00,72.14,Entertainment,UPI,Desktop,Delhi,0,85,359.6,1175,0,0,0.20061179087875416,287.46000000000004,0,0,3.219178082191781,0,15,6,0,1,0
T100521,CUST4733,2023-05-25 11:53:00,38.36,Food,UPI,Mobile,Kolkata,0,167,258.69,1561,0,0,0.1482855927944644,220.32999999999998,0,0,4.276712328767124,0,11,3,0,0,0
T100522,CUST5950,2023-01-31 07:32:00,280.3,Entertainment,Credit Card,Desktop,Chennai,0,7,337.81,639,0,0,0.8297563719250467,57.50999999999999,0,0,1.7506849315068493,0,7,1,0,0,0
T100523,CUST5301,2024-01-02 15:03:00,147.67,Health,Credit Card,Mobile,Pune,0,125,64.36,498,0,0,2.294437538844002,83.30999999999999,0,0,1.3643835616438356,0,15,1,0,0,0
T100524,CUST2499,2024-01-22 17:33:00,145.78,Grocery,Credit Card,Mobile,Mumbai,0,151,264.24,830,0,0,0.5516954283984257,118.46000000000001,0,0,2.2739726027397262,0,17,0,0,0,0
T100525,CUST9080,2023-11-17 20:18:00,50.59,Fashion,Credit Card,POS,Kolkata,0,85,202.19,162,0,0,0.2502101983283051,151.6,0,0,0.4438356164383562,0,20,4,0,0,0
T100526,CUST2866,2023-12-19 19:49:00,42.87,Entertainment,NetBanking,Desktop,Delhi,0,63,231.41,1432,0,0,0.1852556069314204,188.54,0,0,3.9232876712328766,0,19,1,0,0,0
T100527,CUST3383,2023-01-13 11:03:00,25.55,Entertainment,Debit Card,POS,Mumbai,0,193,483.44,1041,0,0,0.052850405427767665,457.89,0,0,2.852054794520548,0,11,4,0,0,0
T100528,CUST7253,2024-01-26 09:27:00,4.64,Fashion,NetBanking,Mobile,Chennai,0,123,76.78,878,0,0,0.060432404271945815,72.14,0,0,2.4054794520547946,0,9,4,0,0,0
T100529,CUST9548,2023-10-27 09:55:00,160.03,Utilities,UPI,POS,Delhi,0,169,379.8,1049,1,0,0.4213533438651922,219.77,0,0,2.873972602739726,0,9,4,0,0,1
T100530,CUST1839,2023-05-23 23:02:00,134.09,Grocery,NetBanking,Mobile,Bengaluru,0,89,171.87,347,0,0,0.7801826962238901,37.78,0,0,0.9506849315068493,0,23,1,0,0,0
T100531,CUST9184,2023-07-25 00:29:00,653.8,Grocery,PayPal,Mobile,Hyderabad,0,95,152.28,1630,0,1,4.293406882059364,501.52,1,0,4.465753424657534,0,0,1,1,0,2
T100532,CUST6030,2023-05-29 07:51:00,455.59,Entertainment,Credit Card,Mobile,Mumbai,0,119,142.68,740,0,0,3.1930894308943087,312.90999999999997,1,0,2.0273972602739727,0,7,0,0,0,1
T100533,CUST3551,2023-10-13 23:26:00,64.85,Electronics,PayPal,Desktop,Kolkata,0,44,180.9,1178,0,0,0.35848535102266443,116.05000000000001,0,0,3.2273972602739724,0,23,4,0,0,0
T100534,CUST8276,2023-01-12 12:30:00,117.22,Food,PayPal,Desktop,Pune,0,102,184.99,480,0,0,0.6336558732904481,67.77000000000001,0,0,1.3150684931506849,0,12,3,0,0,0
T100535,CUST5320,2023-11-27 12:43:00,231.69,Grocery,UPI,Desktop,Mumbai,0,45,142.67,1911,0,0,1.623957384173267,89.02000000000001,0,0,5.235616438356164,0,12,0,0,0,0
T100536,CUST3468,2024-02-11 07:52:00,151.58,Grocery,Credit Card,POS,Mumbai,0,197,337.07,1773,0,0,0.4496988756044739,185.48999999999998,0,0,4.857534246575343,0,7,6,0,1,0
T100537,CUST6142,2023-09-06 10:57:00,22.73,Travel,PayPal,Mobile,Mumbai,0,117,33.38,1261,0,0,0.6809466746554823,10.650000000000002,0,0,3.4547945205479453,0,10,2,0,0,0
T100538,CUST6521,2023-11-10 10:27:00,47.91,Health,UPI,POS,Kolkata,0,51,172.82,1353,0,0,0.27722485823400067,124.91,0,0,3.706849315068493,0,10,4,0,0,0
T100539,CUST4950,2023-08-30 19:47:00,11.06,Grocery,Credit Card,POS,Chennai,0,65,147.3,1542,0,0,0.07508486082824169,136.24,0,0,4.2246575342465755,0,19,2,0,0,0
T100540,CUST4899,2023-08-02 22:13:00,246.42,Food,Debit Card,Mobile,Chennai,0,54,378.19,662,0,0,0.6515772495306592,131.77,0,0,1.8136986301369864,0,22,2,0,0,0
T100541,CUST3183,2023-11-13 19:20:00,74.55,Health,UPI,POS,Pune,0,184,81.78,171,0,0,0.9115920763022743,7.230000000000004,0,0,0.4684931506849315,0,19,0,0,0,0
T100542,CUST9701,2023-06-04 22:21:00,20.77,Health,NetBanking,Mobile,Chennai,0,72,470.94,1033,0,0,0.04410328279610991,450.17,0,0,2.83013698630137,0,22,6,0,1,0
T100543,CUST6698,2023-03-24 12:06:00,89.11,Fashion,Credit Card,Mobile,Kolkata,0,120,93.55,1527,0,0,0.9525387493319081,4.439999999999998,0,0,4.183561643835616,0,12,4,0,0,0
T100544,CUST1985,2024-02-16 03:47:00,77.01,Fashion,PayPal,Mobile,Pune,0,168,191.31,888,0,0,0.40254037948878785,114.3,0,0,2.4328767123287673,0,3,4,1,0,1
T100545,CUST4937,2023-04-06 06:47:00,35.47,Fashion,PayPal,Mobile,Pune,0,186,107.85,598,0,0,0.3288827074640705,72.38,0,0,1.6383561643835616,0,6,3,0,0,0
T100546,CUST9588,2023-05-20 18:45:00,9.64,Fashion,NetBanking,POS,Chennai,0,143,150.48,333,0,0,0.06406166932482722,140.83999999999997,0,0,0.9123287671232877,0,18,5,0,1,0
T100547,CUST6878,2023-11-04 22:24:00,89.08,Travel,NetBanking,POS,Delhi,0,19,382.9,686,0,0,0.2326455993732045,293.82,0,0,1.8794520547945206,0,22,5,0,1,0
T100548,CUST9039,2023-01-21 06:57:00,58.77,Grocery,PayPal,POS,Chennai,0,10,243.44,1609,0,0,0.2414147223135064,184.67,0,0,4.4082191780821915,0,6,5,0,1,0
T100549,CUST2281,2023-06-11 03:44:00,118.38,Fashion,Credit Card,Desktop,Delhi,0,16,89.66,673,0,0,1.3203212134731206,28.72,0,0,1.8438356164383563,0,3,6,1,1,1
T100550,CUST4709,2023-08-18 05:27:00,58.74,Entertainment,UPI,POS,Bengaluru,0,171,32.85,622,0,1,1.7881278538812786,25.89,0,0,1.704109589041096,0,5,4,0,0,0
T100551,CUST9188,2023-12-04 09:40:00,152.94,Electronics,NetBanking,POS,Chennai,0,159,122.66,1918,0,0,1.2468612424588292,30.28,0,0,5.254794520547946,0,9,0,0,0,0
T100552,CUST1919,2023-07-21 23:33:00,64.22,Fashion,NetBanking,Desktop,Bengaluru,0,108,473.35,59,0,0,0.13567127918031055,409.13,0,0,0.16164383561643836,0,23,4,0,0,0
T100553,CUST9065,2023-01-09 05:53:00,65.85,Grocery,NetBanking,Mobile,Chennai,0,16,424.21,1430,0,1,0.15522972112868627,358.36,0,0,3.9178082191780823,0,5,0,0,0,0
T100554,CUST6016,2023-03-20 13:14:00,167.42,Fashion,Debit Card,Mobile,Bengaluru,0,80,225.69,1394,0,0,0.7418139926447782,58.27000000000001,0,0,3.819178082191781,0,13,0,0,0,0
T100555,CUST7553,2023-10-01 04:04:00,41.33,Travel,Credit Card,Mobile,Hyderabad,0,28,246.18,1262,0,0,0.16788528718823623,204.85000000000002,0,0,3.4575342465753423,0,4,6,1,1,1
T100556,CUST3652,2023-01-13 09:22:00,11.51,Food,Credit Card,Desktop,Bengaluru,0,190,450.69,1296,0,0,0.025538618562648382,439.18,0,0,3.5506849315068494,0,9,4,0,0,0
T100557,CUST4943,2023-02-10 15:03:00,2.34,Food,Credit Card,POS,Delhi,1,148,299.76,724,0,1,0.007806244995996798,297.42,0,0,1.9835616438356165,0,15,4,0,0,1
T100558,CUST3292,2023-08-22 18:56:00,112.56,Grocery,Credit Card,POS,Mumbai,0,163,441.58,187,0,0,0.2549028488609086,329.02,0,0,0.5123287671232877,0,18,1,0,0,0
T100559,CUST6502,2023-10-27 22:16:00,77.47,Entertainment,Credit Card,POS,Pune,0,187,251.0,175,0,0,0.30864541832669323,173.53,0,0,0.4794520547945205,0,22,4,0,0,0
T100560,CUST5025,2023-10-22 14:43:00,97.41,Food,PayPal,POS,Bengaluru,0,9,108.05,369,0,0,0.9015270708005553,10.64,0,0,1.010958904109589,0,14,6,0,1,0
T100561,CUST7464,2023-03-16 07:55:00,19.16,Utilities,NetBanking,Desktop,Mumbai,0,104,365.7,895,0,0,0.05239267158873394,346.53999999999996,0,0,2.452054794520548,0,7,3,0,0,0
T100562,CUST5937,2023-01-16 14:41:00,11.73,Food,PayPal,POS,Kolkata,0,138,267.93,1798,0,0,0.04378009181502631,256.2,0,0,4.926027397260274,0,14,0,0,0,0
T100563,CUST5663,2023-02-20 20:36:00,1.17,Electronics,Debit Card,Mobile,Hyderabad,0,45,337.54,121,0,0,0.003466255851158381,336.37,0,0,0.3315068493150685,0,20,0,0,0,0
T100564,CUST6413,2023-03-22 01:48:00,34.53,Grocery,UPI,Desktop,Hyderabad,0,109,87.04,358,0,0,0.39671415441176466,52.510000000000005,0,0,0.9808219178082191,0,1,2,1,0,1
T100565,CUST8915,2023-09-12 04:22:00,71.31,Entertainment,NetBanking,Desktop,Kolkata,0,143,327.32,201,0,0,0.21786019797140413,256.01,0,0,0.5506849315068493,0,4,1,1,0,1
T100566,CUST2686,2023-09-18 12:01:00,39.84,Grocery,Debit Card,Mobile,Kolkata,0,30,197.31,731,0,0,0.20191576706705186,157.47,0,0,2.0027397260273974,0,12,0,0,0,0
T100567,CUST9457,2023-11-13 11:28:00,46.03,Food,PayPal,Mobile,Kolkata,0,48,172.68,1084,0,0,0.2665624276117674,126.65,0,0,2.96986301369863,0,11,0,0,0,0
T100568,CUST1747,2023-03-02 22:24:00,187.6,Food,UPI,POS,Delhi,0,168,339.02,650,0,0,0.5533596837944664,151.42,0,0,1.7808219178082192,0,22,3,0,0,0
T100569,CUST7381,2023-07-26 23:46:00,34.25,Food,Debit Card,Mobile,Kolkata,0,91,300.2,301,0,0,0.11409060626249168,265.95,0,0,0.8246575342465754,0,23,2,0,0,0
T100570,CUST6360,2023-05-28 12:12:00,57.72,Health,UPI,Desktop,Delhi,0,91,328.06,1148,0,0,0.17594342498323476,270.34000000000003,0,0,3.1452054794520548,0,12,6,0,1,0
T100571,CUST8529,2024-02-14 03:47:00,122.47,Travel,Debit Card,Desktop,Bengaluru,0,74,483.01,1018,0,0,0.25355582700151136,360.53999999999996,0,0,2.789041095890411,0,3,2,1,0,1
T100572,CUST9858,2023-11-03 00:23:00,40.41,Fashion,PayPal,Desktop,Chennai,0,44,353.59,106,0,0,0.11428490624734862,313.17999999999995,0,0,0.29041095890410956,0,0,4,1,0,1
T100573,CUST7327,2023-04-18 23:59:00,77.85,Utilities,UPI,POS,Kolkata,0,174,324.04,180,0,0,0.24024811751635597,246.19000000000003,0,0,0.4931506849315068,0,23,1,0,0,0
T100574,CUST6225,2023-02-04 16:19:00,158.65,Travel,Debit Card,POS,Kolkata,1,134,310.64,171,0,0,0.5107198042750452,151.98999999999998,0,0,0.4684931506849315,0,16,5,0,1,1
T100575,CUST5355,2023-04-05 22:06:00,238.9,Grocery,PayPal,Mobile,Hyderabad,0,117,205.37,260,0,0,1.1632662998490528,33.53,0,0,0.7123287671232876,0,22,2,0,0,0
T100576,CUST5566,2023-10-09 17:44:00,12.73,Utilities,NetBanking,POS,Mumbai,0,24,421.2,1823,0,0,0.030223171889838557,408.46999999999997,0,0,4.994520547945205,0,17,0,0,0,0
T100577,CUST5617,2023-01-20 15:13:00,208.93,Electronics,PayPal,POS,Chennai,0,7,196.66,1961,0,0,1.0623919454896777,12.27000000000001,0,0,5.372602739726028,0,15,4,0,0,0
T100578,CUST3998,2023-02-25 21:29:00,54.2,Fashion,PayPal,Desktop,Hyderabad,0,6,353.12,983,0,0,0.15348889895786136,298.92,0,0,2.6931506849315068,0,21,5,0,1,0
T100579,CUST4471,2024-02-03 10:55:00,23.9,Electronics,NetBanking,Desktop,Bengaluru,0,118,153.64,157,0,0,0.1555584483207498,129.73999999999998,0,0,0.4301369863013699,0,10,5,0,1,0
T100580,CUST7310,2023-05-12 10:57:00,49.17,Entertainment,PayPal,Mobile,Kolkata,0,161,82.4,889,0,0,0.5967233009708738,33.230000000000004,0,0,2.4356164383561643,0,10,4,0,0,0
T100581,CUST2511,2023-01-26 07:16:00,313.09,Health,NetBanking,Desktop,Hyderabad,1,85,73.58,1789,0,0,4.2550964936123945,239.51,1,0,4.901369863013699,0,7,3,0,0,2
T100582,CUST3244,2023-04-25 23:08:00,54.28,Grocery,NetBanking,POS,Delhi,0,110,320.93,725,0,0,0.16913345589380863,266.65,0,0,1.9863013698630136,0,23,1,0,0,0
T100583,CUST6915,2023-08-30 07:57:00,31.89,Health,NetBanking,Mobile,Mumbai,0,166,170.7,526,0,0,0.18681898066783834,138.81,0,0,1.441095890410959,0,7,2,0,0,0
T100584,CUST1076,2024-02-03 21:33:00,80.28,Grocery,Debit Card,Mobile,Mumbai,1,172,144.77,1333,0,0,0.5545347793051046,64.49000000000001,0,0,3.652054794520548,0,21,5,0,1,1
T100585,CUST9688,2023-03-26 03:28:00,21.97,Electronics,UPI,Desktop,Delhi,0,145,300.11,1858,0,0,0.0732064909533171,278.14,0,0,5.090410958904109,0,3,6,1,1,1
T100586,CUST5051,2023-02-16 19:24:00,6.31,Electronics,Debit Card,Desktop,Kolkata,0,31,22.58,1594,0,0,0.27945084145261295,16.27,0,0,4.367123287671233,0,19,3,0,0,0
T100587,CUST7072,2023-03-24 20:01:00,11.04,Electronics,NetBanking,Desktop,Kolkata,0,165,130.65,839,0,0,0.08450057405281285,119.61000000000001,0,0,2.2986301369863016,0,20,4,0,0,0
T100588,CUST2301,2023-06-20 19:53:00,10.96,Grocery,UPI,Mobile,Chennai,0,139,176.87,1583,0,0,0.061966416011760055,165.91,0,0,4.336986301369863,0,19,1,0,0,0
T100589,CUST6687,2023-06-25 01:11:00,13.18,Food,UPI,Desktop,Delhi,0,133,357.1,160,0,0,0.03690842901148138,343.92,0,0,0.4383561643835616,0,1,6,1,1,1
T100590,CUST7936,2023-06-18 19:35:00,11.96,Electronics,NetBanking,POS,Kolkata,0,64,277.05,1514,0,0,0.04316910304999098,265.09000000000003,0,0,4.147945205479452,0,19,6,0,1,0
T100591,CUST8546,2023-07-14 08:53:00,81.93,Health,UPI,Mobile,Mumbai,1,76,429.43,298,0,0,0.19078778846377759,347.5,0,0,0.8164383561643835,0,8,4,0,0,1
T100592,CUST9267,2023-08-07 05:14:00,16.06,Entertainment,UPI,Desktop,Kolkata,0,131,173.91,647,0,1,0.09234661606578115,157.85,0,0,1.7726027397260273,0,5,0,0,0,0
T100593,CUST9252,2023-06-10 07:27:00,33.93,Fashion,Debit Card,POS,Bengaluru,0,56,155.26,1722,0,0,0.2185366482030143,121.32999999999998,0,0,4.717808219178083,0,7,5,0,1,0
T100594,CUST4054,2024-01-01 14:01:00,181.68,Grocery,UPI,POS,Kolkata,0,63,26.27,991,0,0,6.9158736200989726,155.41,1,0,2.7150684931506848,0,14,0,0,0,1
T100595,CUST8300,2023-10-07 05:39:00,51.39,Utilities,NetBanking,Desktop,Chennai,0,105,476.34,1624,0,0,0.1078851240710417,424.95,0,0,4.449315068493151,0,5,5,0,1,0
T100596,CUST4226,2023-11-25 05:17:00,88.1,Health,Credit Card,POS,Pune,0,38,255.73,1657,0,0,0.34450396902983615,167.63,0,0,4.53972602739726,0,5,5,0,1,0
T100597,CUST8244,2023-06-15 03:51:00,15.13,Travel,Credit Card,Mobile,Hyderabad,0,54,256.24,1997,0,0,0.05904620668123634,241.11,0,0,5.471232876712329,0,3,3,1,0,1
T100598,CUST1588,2023-11-29 20:13:00,17.08,Entertainment,Credit Card,Mobile,Pune,0,130,462.48,1313,0,0,0.03693132676007611,445.40000000000003,0,0,3.5972602739726027,0,20,2,0,0,0
T100599,CUST2648,2023-11-26 22:26:00,3.34,Travel,NetBanking,POS,Bengaluru,0,2,152.06,1104,0,0,0.021965013810338024,148.72,0,0,3.0246575342465754,1,22,6,0,1,0
T100600,CUST6610,2023-02-23 12:54:00,14.8,Fashion,Credit Card,Mobile,Pune,0,140,172.73,1186,0,0,0.08568285763908992,157.92999999999998,0,0,3.249315068493151,0,12,3,0,0,0
T100601,CUST7778,2023-10-16 11:58:00,26.12,Food,Debit Card,Desktop,Kolkata,0,40,331.61,1732,0,0,0.07876722656132204,305.49,0,0,4.745205479452054,0,11,0,0,0,0
T100602,CUST5307,2023-05-08 22:19:00,15.58,Electronics,NetBanking,POS,Chennai,0,2,394.74,838,0,0,0.039469017581192686,379.16,0,0,2.2958904109589042,1,22,0,0,0,0
T100603,CUST3015,2023-08-16 03:07:00,7.43,Grocery,NetBanking,Mobile,Mumbai,0,105,352.66,1058,0,0,0.021068451199455565,345.23,0,0,2.8986301369863012,0,3,2,1,0,1
T100604,CUST3680,2023-07-13 19:37:00,10.28,Health,NetBanking,Desktop,Mumbai,0,125,396.47,677,0,0,0.02592882185285141,386.19000000000005,0,0,1.8547945205479452,0,19,3,0,0,0
T100605,CUST4148,2023-07-06 09:08:00,49.41,Utilities,UPI,Desktop,Bengaluru,0,80,291.8,767,0,0,0.16932830705962987,242.39000000000001,0,0,2.1013698630136988,0,9,3,0,0,0
T100606,CUST2021,2024-02-11 05:30:00,18.49,Electronics,UPI,Mobile,Pune,0,185,432.78,531,1,0,0.04272378575719765,414.28999999999996,0,0,1.4547945205479451,0,5,6,0,1,1
T100607,CUST7228,2023-12-16 09:50:00,36.24,Health,UPI,POS,Chennai,0,47,279.55,1237,0,0,0.12963691647290287,243.31,0,0,3.389041095890411,0,9,5,0,1,0
T100608,CUST3130,2024-01-31 15:22:00,56.0,Grocery,PayPal,Desktop,Hyderabad,1,164,122.38,438,0,0,0.45759110965844096,66.38,0,0,1.2,0,15,2,0,0,1
T100609,CUST8570,2023-09-17 07:35:00,93.8,Travel,Debit Card,Desktop,Kolkata,0,132,275.43,1144,0,0,0.3405583995933631,181.63,0,0,3.1342465753424658,0,7,6,0,1,0
T100610,CUST4402,2023-04-29 21:38:00,3.21,Electronics,NetBanking,Desktop,Pune,0,152,359.34,1489,0,0,0.008933043913842044,356.13,0,0,4.079452054794521,0,21,5,0,1,0
T100611,CUST2929,2023-10-25 06:18:00,128.52,Fashion,NetBanking,Desktop,Pune,1,91,330.25,849,0,0,0.3891597274791825,201.73,0,0,2.326027397260274,0,6,2,0,0,1
T100612,CUST5543,2023-05-06 22:23:00,79.09,Food,UPI,POS,Hyderabad,0,101,129.08,932,0,0,0.6127207933064766,49.99000000000001,0,0,2.5534246575342467,0,22,5,0,1,0
T100613,CUST4993,2023-02-19 13:01:00,6.82,Fashion,NetBanking,Mobile,Delhi,0,190,30.13,218,0,0,0.22635247261865252,23.31,0,0,0.5972602739726027,0,13,6,0,1,0
T100614,CUST8245,2023-08-03 01:09:00,165.45,Food,NetBanking,Mobile,Kolkata,0,130,133.72,1533,0,0,1.2372868680825606,31.72999999999999,0,0,4.2,0,1,3,1,0,1
T100615,CUST1473,2023-05-17 07:29:00,202.94,Entertainment,Credit Card,Mobile,Bengaluru,0,15,492.18,1010,0,0,0.4123288227884107,289.24,0,0,2.767123287671233,0,7,2,0,0,0
T100616,CUST1015,2023-09-27 07:48:00,5.04,Health,NetBanking,Desktop,Kolkata,0,49,100.39,844,0,0,0.050204203605936845,95.35,0,0,2.3123287671232875,0,7,2,0,0,0
T100617,CUST4715,2023-01-26 18:46:00,25.93,Electronics,PayPal,POS,Chennai,0,112,237.54,412,0,0,0.10916056243159047,211.60999999999999,0,0,1.1287671232876713,0,18,3,0,0,0
T100618,CUST3865,2023-10-18 08:58:00,131.27,Electronics,UPI,Mobile,Bengaluru,0,35,322.79,879,0,0,0.4066730691781034,191.52,0,0,2.408219178082192,0,8,2,0,0,0
T100619,CUST9369,2023-05-01 17:36:00,110.35,Entertainment,Debit Card,POS,Hyderabad,0,116,440.94,1375,0,0,0.2502608064589286,330.59000000000003,0,0,3.767123287671233,0,17,0,0,0,0
T100620,CUST2297,2023-04-18 22:35:00,16.32,Food,Debit Card,Mobile,Chennai,0,94,382.53,1496,0,0,0.042663320523880485,366.21,0,0,4.098630136986301,0,22,1,0,0,0
T100621,CUST1005,2023-04-02 05:06:00,18.79,Travel,Credit Card,Desktop,Mumbai,0,175,455.39,519,0,0,0.04126133643690024,436.59999999999997,0,0,1.4219178082191781,0,5,6,0,1,0
T100622,CUST1454,2023-08-24 13:35:00,37.02,Grocery,Debit Card,Mobile,Mumbai,0,24,306.15,1186,0,0,0.12092111709946107,269.13,0,0,3.249315068493151,0,13,3,0,0,0
T100623,CUST7699,2023-06-12 01:16:00,53.01,Fashion,Debit Card,Desktop,Kolkata,0,60,434.01,1737,0,1,0.12214004285615539,381.0,0,0,4.758904109589041,0,1,0,1,0,1
T100624,CUST2065,2023-11-09 21:46:00,77.04,Entertainment,UPI,Desktop,Chennai,0,77,139.28,455,0,0,0.5531303848363011,62.239999999999995,0,0,1.2465753424657535,0,21,3,0,0,0
T100625,CUST6993,2023-10-28 21:21:00,36.83,Utilities,UPI,Mobile,Bengaluru,0,48,220.98,279,0,0,0.16666666666666666,184.14999999999998,0,0,0.7643835616438356,0,21,5,0,1,0
T100626,CUST1885,2023-03-09 08:35:00,49.67,Utilities,PayPal,POS,Bengaluru,0,151,423.45,1114,0,0,0.11729838233557682,373.78,0,0,3.052054794520548,0,8,3,0,0,0
T100627,CUST6177,2023-09-10 23:52:00,110.1,Health,Credit Card,Desktop,Mumbai,0,140,169.53,1615,0,0,0.6494425765351265,59.43000000000001,0,0,4.424657534246576,0,23,6,0,1,0
T100628,CUST7034,2024-02-10 09:33:00,2.99,Entertainment,Debit Card,POS,Mumbai,0,41,436.9,1049,0,0,0.006843671320668346,433.90999999999997,0,0,2.873972602739726,0,9,5,0,1,0
T100629,CUST3381,2023-07-09 07:57:00,23.27,Fashion,PayPal,Mobile,Hyderabad,1,157,187.93,1475,0,1,0.12382269994146756,164.66,0,0,4.041095890410959,0,7,6,0,1,1
T100630,CUST5918,2023-02-19 21:01:00,99.96,Fashion,Credit Card,Desktop,Chennai,0,198,188.06,1529,0,0,0.5315324896309688,88.10000000000001,0,0,4.189041095890411,0,21,6,0,1,0
T100631,CUST4430,2024-02-05 23:19:00,180.46,Health,Debit Card,POS,Bengaluru,0,179,161.43,1276,0,0,1.1178839125317475,19.03,0,0,3.495890410958904,0,23,0,0,0,0
T100632,CUST4252,2023-09-30 04:38:00,57.34,Health,Debit Card,Desktop,Hyderabad,0,128,278.0,1491,0,0,0.2062589928057554,220.66,0,0,4.0849315068493155,0,4,5,1,1,1
T100633,CUST2630,2023-07-22 20:13:00,60.76,Electronics,UPI,Mobile,Bengaluru,0,151,73.24,713,0,0,0.829601310759148,12.479999999999997,0,0,1.9534246575342467,0,20,5,0,1,0
T100634,CUST1833,2023-09-18 04:48:00,9.07,Fashion,NetBanking,Desktop,Mumbai,0,31,27.94,1973,0,1,0.32462419470293485,18.87,0,0,5.405479452054794,0,4,0,1,0,1
T100635,CUST1103,2023-02-17 15:04:00,47.45,Grocery,Credit Card,Mobile,Chennai,0,149,449.73,1437,0,0,0.10550774909390079,402.28000000000003,0,0,3.936986301369863,0,15,4,0,0,0
T100636,CUST8105,2024-01-14 21:31:00,60.85,Utilities,Debit Card,POS,Delhi,0,24,465.18,348,0,0,0.130809579087665,404.33,0,0,0.9534246575342465,0,21,6,0,1,0
T100637,CUST3315,2024-02-17 09:50:00,22.22,Grocery,Credit Card,Desktop,Chennai,0,9,47.32,1049,0,0,0.4695688926458157,25.1,0,0,2.873972602739726,0,9,5,0,1,0
T100638,CUST9079,2023-08-16 17:10:00,25.09,Food,PayPal,POS,Pune,0,150,279.35,254,0,0,0.08981564345802756,254.26000000000002,0,0,0.6958904109589041,0,17,2,0,0,0
T100639,CUST2460,2023-01-16 09:25:00,37.89,Entertainment,PayPal,Mobile,Delhi,0,132,274.44,452,0,0,0.1380629645824224,236.55,0,0,1.2383561643835617,0,9,0,0,0,0
T100640,CUST5893,2023-01-07 16:35:00,1.62,Health,NetBanking,Mobile,Kolkata,0,77,192.49,937,0,0,0.008416021611512286,190.87,0,0,2.5671232876712327,0,16,5,0,1,0
T100641,CUST5766,2024-01-09 22:48:00,31.1,Electronics,Debit Card,POS,Kolkata,0,131,288.76,1244,0,0,0.10770189776977422,257.65999999999997,0,0,3.408219178082192,0,22,1,0,0,0
T100642,CUST8724,2023-06-14 02:18:00,19.0,Grocery,UPI,POS,Hyderabad,1,120,234.48,1924,0,0,0.08103036506311839,215.48,0,0,5.271232876712329,0,2,2,1,0,2
T100643,CUST9205,2023-01-25 09:49:00,31.74,Travel,Debit Card,Mobile,Delhi,0,156,249.92,1830,0,0,0.12700064020486557,218.17999999999998,0,0,5.013698630136986,0,9,2,0,0,0
T100644,CUST1001,2023-05-07 15:38:00,10.21,Utilities,Credit Card,POS,Delhi,0,90,380.12,1809,0,0,0.026859938966642113,369.91,0,0,4.956164383561644,0,15,6,0,1,0
T100645,CUST7707,2023-08-15 10:56:00,176.97,Electronics,PayPal,Mobile,Hyderabad,0,117,267.72,108,0,0,0.6610264455401165,90.75000000000003,0,0,0.2958904109589041,0,10,1,0,0,0
T100646,CUST9233,2023-01-26 13:21:00,72.03,Electronics,Credit Card,POS,Chennai,0,110,168.59,884,0,0,0.42724954030488166,96.56,0,0,2.421917808219178,0,13,3,0,0,0
T100647,CUST8437,2023-09-26 12:44:00,90.93,Grocery,NetBanking,Mobile,Hyderabad,1,121,294.91,1033,0,0,0.30833135532874434,203.98000000000002,0,0,2.83013698630137,0,12,1,0,0,1
T100648,CUST2153,2023-01-07 11:27:00,124.54,Travel,PayPal,Mobile,Pune,0,98,323.97,394,0,0,0.3844183103373769,199.43,0,0,1.0794520547945206,0,11,5,0,1,0
T100649,CUST1872,2023-03-23 01:15:00,55.2,Food,UPI,Desktop,Mumbai,0,15,334.53,51,0,1,0.1650076226347413,279.33,0,0,0.13972602739726028,0,1,3,1,0,1
T100650,CUST6063,2023-11-02 01:37:00,7.27,Grocery,PayPal,Mobile,Kolkata,0,136,312.97,577,0,0,0.023229063488513273,305.70000000000005,0,0,1.5808219178082192,0,1,3,1,0,1
T100651,CUST7629,2023-02-04 01:05:00,61.62,Travel,Debit Card,Mobile,Mumbai,0,176,335.66,359,0,1,0.18357862122385746,274.04,0,0,0.9835616438356164,0,1,5,1,1,1
